,pos_key_pos,companyid_pb,pb_idx,method,score,src_file,rank,company_raw_pos,company_linkedin_url_pos,company_cleaned_pos,location_raw_pos,region_pos,country_pos,state_pos,metro_area_pos,weight_pos,rcid_pos,company_name_pos,ultimate_parent_rcid_pos,ultimate_parent_company_name_pos,onet_code_pos,onet_title_pos,ticker_pos,exchange_pos,cusip_pos,naics_code_pos,naics_description_pos,company_pos,linkedin_headquarters_pos,gvkey_pos,country_std_pos,state_std_pos,_first_name_raw_pos,company_norm_pos,linkedin_norm_pos,website_domain_pos,hqcountry_pb,hqstate_province_pb,country_std_pb,state_std_pb,companyname_pb,companyalsoknownas_pb,companylegalname_pb,companyformername_pb,file
1537,individual_position_0126_part_01_with_company.parquet::5946,42112-45,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,MindTree,linkedin.com/company/mindtreeltd,mindtree,"Bengaluru, Karnataka, India",Southern Asia,India,Karnataka,bengaluru metropolitan area,1.1942834,125637.0,Mindtree Ltd.,126422.0,Larsen & Toubro Ltd.,19-4099.01,Quality Control Analysts,,,Y60362103,541690,Other Scientific and Technical Consulting Services,Mindtree Ltd.,"Bangalore, Karnataka",282930,India,,mindtree,mindtree,http://linkedin.com/company/mindtreeltd,mindtree.com,India,Karnataka,India,,MindTree,,MindTree Ltd,MindTree Consulting,individual_position_0126_part_01_with_company.parquet
1538,individual_position_0126_part_01_with_company.parquet::5947,101586-88,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Florida Hospital,linkedin.com/company/florida-hospital,florida hospital,"Altamonte Springs, Florida, United States",Northern America,United States,Florida,orlando metropolitan area,1.1199118,7967461.0,Florida Hospital,173670.0,Adventist Health System Sunbelt Healthcare Corp.,31-9097.00,Phlebotomists,,,,622110,General Medical and Surgical Hospitals,Florida Hospital,"Altamonte Springs, Florida",,United States,FL,florida hospital,florida hospital,http://linkedin.com/company/florida-hospital,adventhealth.com,United States,Florida,United States,FL,Florida Hospital,,,,individual_position_0126_part_01_with_company.parquet
1539,individual_position_0126_part_01_with_company.parquet::5960,10149-58,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,PRIME NOW LLC,linkedin.com/company/prime-now-llc,prime now llc,"Boston, Massachusetts, United States",Northern America,United States,Massachusetts,boston metropolitan area,1.1004349,1419339.0,Prime Now LLC,1419339.0,Prime Now LLC,53-7065.00,Stockers and Order Fillers,,,,,,Prime Now LLC,"Seattle, Washington",,United States,MA,prime now llc,prime now,http://linkedin.com/company/prime-now-llc,,United States,Massachusetts,United States,MA,AnswerSoft,,"AnswerSoft, Inc.",,individual_position_0126_part_01_with_company.parquet
1540,individual_position_0126_part_01_with_company.parquet::5987,150362-83,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,SDX ENERGY MOROCCO,linkedin.com/company/sdx-energy-morocco-uk-limited,sdx energy morocco,"Rabat-Salé-Kénitra, Maroc",Northern Africa,Morocco,Rabat-Sale-Kenitra,rabat metropolitan area,1.5370771,6088284.0,Sdx Energy Morocco Limited,6088284.0,Sdx Energy Morocco Limited,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",,,,,,Sdx Energy Morocco Limited,Rabat,,Morocco,,sdx energy morocco,sdx energy morocco,http://linkedin.com/company/sdx-energy-morocco-uk-limited,,Morocco,,Morocco,,Telecom Partners (Infrastructure),,,,individual_position_0126_part_01_with_company.parquet
1541,individual_position_0126_part_01_with_company.parquet::5990,10810-63,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Phoenix IT Solutions,linkedin.com/company/phoenix-it-solutions,phoenix it solutions,"Andhra Pradesh, India",Southern Asia,India,Andhra Pradesh,india nonmetropolitan area,1.104017,93045280.0,Fluentgrid,93045280.0,Fluentgrid,15-1243.00,Database Architects,,,,,,Fluentgrid,,,India,,phoenix it solutions,phoenix it solutions,http://linkedin.com/company/phoenix-it-solutions,,India,Andhra Pradesh,India,,Nipuna Services,Nipuna,Nipuna Services Limited,,individual_position_0126_part_01_with_company.parquet
1542,individual_position_0126_part_01_with_company.parquet::5997,10672-48,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Varios proyectos,linkedin.com/company/varios-proyectos,varios proyectos,Spain,Southern Europe,Spain,empty,spain nonmetropolitan area,1.2953681,6974433.0,Varios Proyectos,6974433.0,Varios Proyectos,27-1024.00,Graphic Designers,,,,,,Varios Proyectos,,,Spain,,varios proyectos,varios proyectos,http://linkedin.com/company/varios-proyectos,,Spain,,Spain,,Enigma Software Productions,Enigma Software,"Enigma Software Productions, S.L.",,individual_position_0126_part_01_with_company.parquet
1543,individual_position_0126_part_01_with_company.parquet::6000,10010-89,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Globalmeta,,globalmeta,"Los Angeles, CA",Northern America,United States,California,los angeles metropolitan area,1.0573828,12784629.0,Globalmeta,12784629.0,Globalmeta,23-1012.00,Judicial Law Clerks,,,,,,Globalmeta,Los Angeles,,United States,CA,globalmeta,globalmeta,http://linkedin.com/company/globalmeta,,United States,California,United States,CA,Broadcom (Acquired 2016),,Broadcom Corp.,,individual_position_0126_part_01_with_company.parquet
1544,individual_position_0126_part_01_with_company.parquet::6028,117186-76,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,MANTA - Unified Lineage Platform,linkedin.com/company/getmanta,manta unified lineage platform,"Prague, Czechia",Eastern Europe,Czech Republic,Hlavni mesto Praha,prague metropolitan area,1.2123485,92794384.0,MantaMTA,92794384.0,MantaMTA,27-2012.04,Talent Directors,,,,513210,Software Publishers,MantaMTA,"Tampa, Florida",,Czechia,,manta unified lineage platform,manta unified lineage platform,http://linkedin.com/company/getmanta,manta.io,Czech Republic,,Czechia,,Manta (Business/Productivity Software),Manta,"Manta Tools, s.r.o.",,individual_position_0126_part_01_with_company.parquet
1545,individual_position_0126_part_01_with_company.parquet::6044,10010-89,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,First Television,linkedin.com/company/first-television,first television,Greater Los Angeles Area,Northern America,United States,California,los angeles metropolitan area,1.0240229,3565833.0,First Television,3565833.0,First Television,27-4032.00,Film and Video Editors,,,,,,First Television,"Los Angeles, california",,United States,CA,first television,first television,http://linkedin.com/company/first-television,,United States,California,United States,CA,Broadcom (Acquired 2016),,Broadcom Corp.,,individual_position_0126_part_01_with_company.parquet
1546,individual_position_0126_part_01_with_company.parquet::6047,56747-62,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Lincoln Castle Academy,,lincoln castle academy,"Greater Lincoln Area, United Kingdom",Northern Europe,United Kingdom,England,nottingham metropolitan area,1.2960941,4689883.0,Lincoln Castle Academy,4689883.0,Lincoln Castle Academy,25-2032.00,"Career/Technical Education Teachers, Secondary School",,,,,,Lincoln Castle Academy,,,United Kingdom,,lincoln castle academy,lincoln castle academy,http://linkedin.com/company/lincoln-castle-academy,,United Kingdom,England,United Kingdom,,City Invoice Finance,City Invoice,City Invoice Finance Limited,,individual_position_0126_part_01_with_company.parquet
1547,individual_position_0126_part_01_with_company.parquet::6055,57218-41,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Acquavite S.p.A.,,acquavite s p a,Conegliano (TV),Southern Europe,Italy,Veneto,padova metropolitan area,1.5926007,1799688.0,Acquavite,1799688.0,Acquavite,43-5011.01,Freight Forwarders,,,,,,Acquavite,"VAZZOLA, Tv",,Italy,,acquavite s p a,acquavite s p a,http://linkedin.com/company/acquavite-s.p.a.,,Italy,Milan,Italy,,Samares,,Samares SpA,,individual_position_0126_part_01_with_company.parquet
1548,individual_position_0126_part_01_with_company.parquet::6057,10810-63,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,YAMAHA MOTOR INDIA PVT. LTD.,linkedin.com/company/yamaha-motor-india-private-limited,yamaha motor india pvt ltd,"Lucknow Area, India",Southern Asia,India,Uttar Pradesh,lucknow metropolitan area,1.4795444,7228066.0,Yamaha Motor India,7228066.0,Yamaha Motor India,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",,,,,,Yamaha Motor India,"Chennai, Tamilnadu",,India,,yamaha motor india pvt ltd,yamaha motor india,http://linkedin.com/company/yamaha-motor-india-private-limited,,India,Andhra Pradesh,India,,Nipuna Services,Nipuna,Nipuna Services Limited,,individual_position_0126_part_01_with_company.parquet
1549,individual_position_0126_part_01_with_company.parquet::6068,57027-70,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Independiente / Freelance,linkedin.com/company/independiente-freelance,independiente freelance,"Santiago, Región Metropolitana de Santiago, Chile",Southern America,Chile,Santiago Metropolitan,santiago metropolitan area,1.4424932,4967159.0,Independiente Freelance (4967159),4967159.0,Independiente Freelance (4967159),27-3023.00,"News Analysts, Reporters, and Journalists",,,,,,Independiente Freelance (4967159),Tandil,,Chile,,independiente freelance,independiente freelance,http://linkedin.com/company/independiente-freelance,,Chile,,Chile,,Cuiker,Flierwall.com,,,individual_position_0126_part_01_with_company.parquet
1550,individual_position_0126_part_01_with_company.parquet::6080,434609-65,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,ORC,,orc,Palestinian Authority,Arab States,United Arab Emirates,empty,abu dhabi metropolitan area,1.0492744,1703233.0,Infogroup Orcinternational,1703233.0,Infogroup Orcinternational,11-3031.03,Investment Fund Managers,,,,,,Infogroup Orcinternational,,,United Arab Emirates,,orc,orc,http://linkedin.com/company/infogroup-orcinternational,,United Arab Emirates,,United Arab Emirates,,My Family Book,,,,individual_position_0126_part_01_with_company.parquet
1551,individual_position_0126_part_01_with_company.parquet::6085,455168-80,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Starting Finance,linkedin.com/company/starting-finance,starting finance,Rome Metropolitan,Southern Europe,Italy,Lazio,rome metropolitan area,1.0589987,1223772.0,Starting Finance SRL,1223772.0,Starting Finance SRL,25-2032.00,"Career/Technical Education Teachers, Secondary School",,,,513130,Book Publishers,Starting Finance SRL,"Roma, Lazio",,Italy,,starting finance,starting finance,http://linkedin.com/company/starting-finance,startingfinance.com,Italy,Rome,Italy,,Starting Finance,,Starting Finance S.r.l,,individual_position_0126_part_01_with_company.parquet
1552,individual_position_0126_part_01_with_company.parquet::6095,234864-28,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Uchumi,,uchumi,Kenya,Sub-Saharan Africa,Kenya,empty,kenya nonmetropolitan area,1.3092588,154098.0,Uchumi Supermarkets Ltd.,154098.0,Uchumi Supermarkets Ltd.,15-1232.00,Computer User Support Specialists,UCHM,Nairobi Stock Exchange,V92218102,445110,Supermarkets and Other Grocery Retailers (except Convenience Retailers),Uchumi Supermarkets Ltd.,,,Kenya,,uchumi,uchumi,http://linkedin.com/company/uchumi-supermarkets-ltd,,Kenya,,Kenya,,Sharehouse (Logistics),,,,individual_position_0126_part_01_with_company.parquet
1553,individual_position_0126_part_01_with_company.parquet::6096,57852-37,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Al-Noor Autos,linkedin.com/company/al-noor-autos,al noor autos,Netherlands,Western Europe,Netherlands,empty,netherlands nonmetropolitan area,1.3548065,22813152.0,Al Noor Autos,22813152.0,Al Noor Autos,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,,,,,,Al Noor Autos,"Dhalka, Mirpur",,Netherlands,,al noor autos,al noor autos,http://linkedin.com/company/al-noor-autos,,Netherlands,,Netherlands,,Data Distilleries,,Data Distilleries B.V.,,individual_position_0126_part_01_with_company.parquet
1554,individual_position_0126_part_01_with_company.parquet::6103,41326-66,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,IDEXX,linkedin.com/company/idexx-la,idexx,"Auburn, Maine, United States",Northern America,United States,Maine,maine nonmetropolitan area,1.0311397,1256989.0,"IDEXX Laboratories, Inc.",1256989.0,"IDEXX Laboratories, Inc.",41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",IDXX,NASDAQ,45168D104,325413,In-Vitro Diagnostic Substance Manufacturing,"IDEXX Laboratories, Inc.","Westbrook, Maine",24197,United States,ME,idexx,idexx,http://linkedin.com/company/idexx-laboratories,idexx.com,United States,Maine,United States,ME,Idexx Laboratories,Idexx Labs,"IDEXX Laboratories, Inc.",,individual_position_0126_part_01_with_company.parquet
1555,individual_position_0126_part_01_with_company.parquet::6122,100085-86,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,C-P,,c p,KARACHI,Southern Asia,Pakistan,Sindh,karachi metropolitan area,1.7034826,6898451.0,C P Ltd.,6898451.0,C P Ltd.,43-3061.00,Procurement Clerks,,,,,,C P Ltd.,,,Pakistan,,c p,c p,http://linkedin.com/company/c.p.,,Pakistan,,Pakistan,,KG Hub,,,,individual_position_0126_part_01_with_company.parquet
1556,individual_position_0126_part_01_with_company.parquet::6124,10173-43,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Stan & Lou Advertising,,stan lou advertising,"Houston, Texas Area",Northern America,United States,Texas,houston metropolitan area,1.0057921,6376950.0,Stanandlou Advertising Marketing,6376950.0,Stanandlou Advertising Marketing,27-1011.00,Art Directors,,,,,,Stanandlou Advertising Marketing,"Houston, TX",,United States,TX,stan lou advertising,stan lou advertising,http://linkedin.com/company/stanandlou-advertising-marketing,,United States,Texas,United States,TX,EXE Technologies,EXE,"EXE Technologies, Inc.","Neptune Systems, Dallas Systems Corporation",individual_position_0126_part_01_with_company.parquet
1557,individual_position_0126_part_01_with_company.parquet::6128,57378-43,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Michigan Department of Corrections,,michigan department of corrections,"Grand Ledge, Michigan, United States

            Contact Info",Northern America,United States,Michigan,michigan nonmetropolitan area,1.0647851,4975846.0,Michigan Department of Corrections,1352458.0,State of Michigan,21-2021.00,"Directors, Religious Activities and Education",,,,922140,Correctional Institutions,Michigan Department of Corrections,"Lansing, Michigan",,United States,MI,michigan department of corrections,michigan department of corrections,http://linkedin.com/company/michigan-department-of-corrections,,United States,Michigan,United States,MI,SEMI 327,,SEMI 327 LLC,,individual_position_0126_part_01_with_company.parquet
1558,individual_position_0126_part_01_with_company.parquet::6133,57652-12,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,aaaaa,,aaaaa,"Washington, District of Columbia, United States",Northern America,United States,"Washington, D.C.",washington metropolitan area,2.183498,1661021.0,Aaaaa Holdings Pte Ltd.,1661021.0,Aaaaa Holdings Pte Ltd.,,,,,,,,Aaaaa Holdings Pte Ltd.,,,United States,DC,aaaaa,aaaaa,http://linkedin.com/company/bruma-publicidad,,United States,District of Columbia,United States,DC,Women's Capital,WCC,Women's Capital Corp.,,individual_position_0126_part_01_with_company.parquet
1559,individual_position_0126_part_01_with_company.parquet::6159,56889-64,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Brand New Lollipop,linkedin.com/company/brand-new-lollipop,brand new lollipop,Ukraine,Eastern Europe,Ukraine,empty,ukraine nonmetropolitan area,1.1196514,9819648.0,Brand New Lollipop,9819648.0,Brand New Lollipop,11-1011.00,Chief Executives,,,,,,Brand New Lollipop,Kiev,,Ukraine,,brand new lollipop,brand new lollipop,http://linkedin.com/company/brand-new-lollipop,,Ukraine,,Ukraine,,Kopeikoff,,,,individual_position_0126_part_01_with_company.parquet
1560,individual_position_0126_part_01_with_company.parquet::6160,10810-63,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Sachan Estate Pvt. Ltd.,linkedin.com/company/sachan-estate-pvt.-ltd.,sachan estate pvt ltd,"Delhi, India",Southern Asia,India,Delhi,delhi metropolitan area,1.0462772,5994564.0,Sachan Estate (5994564),5994564.0,Sachan Estate (5994564),41-9021.00,Real Estate Brokers,,,,,,Sachan Estate (5994564),,,India,,sachan estate pvt ltd,sachan estate,http://linkedin.com/company/sachan-estate-pvt.-ltd.,,India,Andhra Pradesh,India,,Nipuna Services,Nipuna,Nipuna Services Limited,,individual_position_0126_part_01_with_company.parquet
